"day","tmpf","relh","sknt","alti","vsby"
"2016-01-01 00:20:00",14,85.28,2,30.47,2.49
"2016-01-01 00:50:00",14,85.28,1,30.47,2.49
"2016-01-01 01:20:00",14,85.28,1,30.45,2.49
"2016-01-01 01:50:00",15.8,78.84,3,30.47,1.86
"2016-01-01 02:20:00",15.8,85.4,2,30.45,1.8
"2016-01-01 02:50:00",15.8,85.4,1,30.45,1.8
"2016-01-01 03:20:00",15.8,85.4,3,30.45,1.8
"2016-01-01 03:50:00",15.8,85.4,4,30.45,1.8
"2016-01-01 04:20:00",15.8,85.4,5,30.45,1.8
"2016-01-01 04:50:00",14,92.38,5,30.45,1.8
"2016-01-01 05:20:00",14,92.38,5,30.47,2.49
"2016-01-01 05:50:00",14,85.28,4,30.47,4.35
"2016-01-01 06:20:00",14,85.28,5,30.47,4.35
"2016-01-01 06:50:00",14,85.28,4,30.47,4.35
"2016-01-01 07:20:00",14,85.28,4,30.47,4.35
"2016-01-01 07:50:00",14,78.68,4,30.47,4.35
"2016-01-01 08:20:00",14,72.53,4,30.47,4.35
"2016-01-01 08:50:00",14,78.68,3,30.47,4.35
"2016-01-01 09:20:00",14,78.68,4,30.47,4.97
"2016-01-01 09:50:00",14,72.53,4,30.47,6.21
"2016-01-01 10:20:00",14,66.82,5,30.47,6.21
"2016-01-01 10:50:00",14,72.53,4,30.47,4.35
"2016-01-01 11:20:00",14,72.53,4,30.47,2.49
"2016-01-01 11:32:00",14,78.68,4,30.47,1.62
"2016-01-01 11:50:00",14,72.53,6,30.47,2.49
"2016-01-01 12:20:00",14,72.53,6,30.47,2.49
"2016-01-01 12:50:00",14,72.53,5,30.47,4.35
"2016-01-01 13:20:00",14,61.51,7,30.47,4.97
"2016-01-01 13:50:00",14,66.82,5,30.47,4.97
"2016-01-01 14:20:00",14,61.51,3,30.47,6.21
"2016-01-01 14:50:00",12.2,72.33,4,30.5,4.97
"2016-01-01 15:20:00",12.2,66.58,4,30.5,4.97
"2016-01-01 15:50:00",12.2,72.33,3,30.5,4.97
"2016-01-01 16:20:00",12.2,72.33,6,30.5,4.97
"2016-01-01 16:50:00",12.2,72.33,4,30.5,4.97
"2016-01-01 17:20:00",12.2,72.33,4,30.5,4.35
"2016-01-01 17:50:00",12.2,78.51,3,30.5,4.35
"2016-01-01 18:20:00",12.2,78.51,3,30.5,4.35
"2016-01-01 18:50:00",12.2,85.17,5,30.5,2.49
"2016-01-01 19:20:00",12.2,78.51,6,30.5,4.35
"2016-01-01 19:50:00",10.4,85.05,6,30.53,4.35
"2016-01-01 20:20:00",10.4,85.05,5,30.53,4.35
"2016-01-01 20:50:00",8.6,84.93,6,30.53,4.35
"2016-01-01 21:20:00",8.6,84.93,6,30.53,4.35
"2016-01-01 21:50:00",8.6,84.93,6,30.53,4.35
"2016-01-01 22:20:00",8.6,84.93,5,30.56,2.49
"2016-01-01 22:50:00",8.6,84.93,5,30.56,2.49
"2016-01-01 23:20:00",8.6,84.93,5,30.56,4.35
"2016-01-01 23:50:00",8.6,78.18,4,30.56,4.35
"2016-01-02 00:20:00",8.6,78.18,5,30.56,4.35
"2016-01-02 00:50:00",8.6,78.18,6,30.59,4.35
"2016-01-02 01:20:00",6.8,84.8,6,30.59,4.35
"2016-01-02 01:50:00",6.8,78.01,4,30.59,4.35
"2016-01-02 02:20:00",5,84.68,3,30.59,4.35
"2016-01-02 02:50:00",5,84.68,4,30.59,4.35
"2016-01-02 03:20:00",3.2,84.56,5,30.59,4.35
"2016-01-02 03:50:00",3.2,84.56,5,30.62,4.35
"2016-01-02 04:20:00",1.4,91.92,4,30.62,4.35
"2016-01-02 04:50:00",1.4,84.43,0,30.62,4.35
"2016-01-02 05:20:00",1.4,84.43,4,30.62,4.35
"2016-01-02 05:50:00",-0.4,91.85,6,30.62,4.35
"2016-01-02 06:20:00",-0.4,84.3,5,30.65,4.35
"2016-01-02 06:50:00",-0.4,84.3,4,30.65,4.35
"2016-01-02 07:20:00",-0.4,84.3,3,30.65,4.35
"2016-01-02 07:50:00",1.4,84.43,3,30.65,4.35
"2016-01-02 08:20:00",-0.4,84.3,4,30.65,4.35
"2016-01-02 08:50:00",1.4,84.43,3,30.65,4.35
"2016-01-02 09:20:00",1.4,84.43,5,30.65,4.35
"2016-01-02 09:50:00",3.2,84.56,4,30.65,4.35
"2016-01-02 10:20:00",3.2,84.56,5,30.65,4.35
"2016-01-02 10:50:00",5,77.84,5,30.65,4.97
"2016-01-02 11:20:00",5,77.84,5,30.62,4.97
"2016-01-02 11:50:00",5,77.84,5,30.62,4.97
"2016-01-02 12:20:00",5,77.84,4,30.62,4.97
"2016-01-02 12:50:00",5,65.62,5,30.62,4.97
"2016-01-02 13:20:00",5,65.62,4,30.62,6.21
"2016-01-02 13:50:00",3.2,84.56,6,30.62,6.21
"2016-01-02 14:20:00",1.4,84.43,6,30.62,4.35
"2016-01-02 14:50:00",1.4,84.43,5,30.62,4.35
"2016-01-02 15:20:00",1.4,84.43,6,30.62,2.49
"2016-01-02 15:50:00",3.2,84.56,5,30.59,4.35
"2016-01-02 16:20:00",3.2,84.56,7,30.59,4.35
"2016-01-02 16:50:00",3.2,84.56,7,30.59,4.35
"2016-01-02 17:20:00",1.4,84.43,6,30.59,4.35
"2016-01-02 17:33:00",1.4,84.43,6,30.59,1.8
"2016-01-02 17:50:00",1.4,84.43,5,30.59,1.8
"2016-01-02 18:20:00",1.4,84.43,5,30.56,1.8
"2016-01-02 18:50:00",1.4,84.43,4,30.56,1.8
"2016-01-02 19:20:00",1.4,84.43,3,30.56,1.8
"2016-01-02 19:50:00",1.4,84.43,3,30.56,2.49
"2016-01-02 20:20:00",-0.4,84.3,4,30.56,2.49
"2016-01-02 20:50:00",-0.4,84.3,5,30.53,4.35
"2016-01-02 21:20:00",-0.4,84.3,4,30.53,4.35
"2016-01-02 21:50:00",-0.4,84.3,4,30.53,4.35
"2016-01-02 22:20:00",-2.2,84.17,3,30.53,2.49
"2016-01-02 22:50:00",-2.2,84.17,2,30.5,2.49
"2016-01-02 23:20:00",-2.2,84.17,3,30.5,2.49
"2016-01-02 23:50:00",-2.2,84.17,2,30.5,2.49
"2016-01-03 00:20:00",-2.2,84.17,2,30.47,2.49
"2016-01-03 00:50:00",-2.2,84.17,3,30.47,2.49
"2016-01-03 01:20:00",-0.4,84.3,2,30.47,2.49
"2016-01-03 01:50:00",-0.4,84.3,3,30.45,2.49
"2016-01-03 02:20:00",-2.2,84.17,3,30.45,2.49
"2016-01-03 02:50:00",-2.2,84.17,3,30.45,2.49
"2016-01-03 03:20:00",-2.2,84.17,2,30.42,2.49
"2016-01-03 03:50:00",-4,84.04,2,30.42,2.49
"2016-01-03 04:20:00",-4,84.04,0,30.39,2.49
"2016-01-03 04:50:00",-4,84.04,1,30.39,2.49
"2016-01-03 05:20:00",-2.2,84.17,0,30.36,2.49
"2016-01-03 05:50:00",-4,76.96,2,30.36,2.49
"2016-01-03 06:20:00",-7.6,83.78,1,30.36,2.49
"2016-01-03 06:50:00",-5.8,76.77,1,30.33,2.49
"2016-01-03 07:20:00",-7.6,83.78,2,30.33,2.49
"2016-01-03 07:50:00",-5.8,83.91,2,30.33,2.49
"2016-01-03 08:20:00",-4,84.04,2,30.33,2.49
"2016-01-03 08:50:00",-4,84.04,2,30.3,1.8
"2016-01-03 09:20:00",-0.4,84.3,2,30.3,1.62
"2016-01-03 09:50:00",1.4,84.43,2,30.3,1.24
"2016-01-03 10:08:00",1.4,84.43,2,30.27,0.93
"2016-01-03 10:20:00",1.4,84.43,2,30.27,0.93
"2016-01-03 10:50:00",3.2,84.56,3,30.27,1.62
"2016-01-03 11:20:00",3.2,84.56,4,30.24,1.74
"2016-01-03 11:50:00",3.2,84.56,4,30.24,1.8
"2016-01-03 12:20:00",3.2,77.67,4,30.24,2.49
"2016-01-03 12:50:00",3.2,84.56,4,30.21,2.49
"2016-01-03 13:20:00",3.2,77.67,4,30.21,2.49
"2016-01-03 13:50:00",3.2,84.56,4,30.18,2.49
"2016-01-03 14:20:00",3.2,77.67,4,30.18,2.49
"2016-01-03 14:50:00",1.4,84.43,5,30.18,2.49
"2016-01-03 15:20:00",1.4,84.43,4,30.15,2.49
"2016-01-03 15:50:00",3.2,77.67,4,30.15,2.49
"2016-01-03 16:20:00",3.2,77.67,4,30.15,2.49
"2016-01-03 16:50:00",3.2,77.67,5,30.12,2.49
"2016-01-03 17:20:00",3.2,84.56,4,30.12,2.49
"2016-01-03 17:50:00",3.2,84.56,5,30.09,2.49
"2016-01-03 18:20:00",3.2,84.56,6,30.09,2.49
"2016-01-03 18:50:00",3.2,84.56,5,30.09,2.49
"2016-01-03 19:04:00",5,77.84,5,30.09,1.8
"2016-01-03 19:20:00",5,84.68,5,30.09,1.8
"2016-01-03 19:50:00",5,84.68,6,30.06,1.8
"2016-01-03 20:20:00",5,84.68,6,30.06,2.49
"2016-01-03 20:50:00",5,84.68,7,30.06,2.49
"2016-01-03 21:20:00",5,84.68,7,30.06,2.49
"2016-01-03 21:50:00",5,84.68,7,30.06,2.49
"2016-01-03 22:20:00",5,84.68,8,30.03,2.49
"2016-01-03 22:50:00",5,84.68,6,30.03,2.49
"2016-01-03 23:20:00",5,84.68,6,30,2.49
"2016-01-03 23:50:00",5,84.68,7,30,2.49
"2016-01-04 00:20:00",5,84.68,6,30,2.49
"2016-01-04 00:50:00",5,84.68,7,29.97,2.49
"2016-01-04 01:20:00",5,84.68,7,29.97,2.49
"2016-01-04 01:50:00",5,84.68,6,29.97,2.49
"2016-01-04 02:20:00",5,84.68,7,29.94,2.49
"2016-01-04 02:50:00",5,77.84,6,29.94,2.49
"2016-01-04 03:20:00",3.2,84.56,6,29.91,4.35
"2016-01-04 03:50:00",3.2,84.56,6,29.91,4.35
"2016-01-04 04:20:00",3.2,77.67,7,29.91,4.35
"2016-01-04 04:50:00",3.2,77.67,6,29.88,4.35
"2016-01-04 05:20:00",3.2,77.67,5,29.88,4.35
"2016-01-04 05:50:00",1.4,84.43,6,29.88,4.35
"2016-01-04 06:20:00",1.4,77.49,6,29.88,4.35
"2016-01-04 06:50:00",1.4,77.49,8,29.88,2.73
"2016-01-04 07:20:00",1.4,77.49,8,29.88,2.73
"2016-01-04 07:50:00",1.4,84.43,7,29.88,2.73
"2016-01-04 08:20:00",1.4,77.49,6,29.85,4.35
"2016-01-04 08:50:00",1.4,77.49,7,29.85,4.35
"2016-01-04 09:20:00",3.2,84.56,5,29.85,4.35
"2016-01-04 09:50:00",5,84.68,3,29.83,4.35
"2016-01-04 10:20:00",5,77.84,3,29.83,4.35
"2016-01-04 10:50:00",5,77.84,3,29.83,4.35
"2016-01-04 11:20:00",6.8,78.01,1,29.8,4.35
"2016-01-04 11:50:00",6.8,78.01,3,29.8,4.35
"2016-01-04 12:20:00",6.8,78.01,2,29.8,4.35
"2016-01-04 12:50:00",5,77.84,3,29.77,4.35
"2016-01-04 13:20:00",5,84.68,4,29.77,4.35
"2016-01-04 13:50:00",5,84.68,3,29.77,4.35
"2016-01-04 14:20:00",3.2,91.99,3,29.77,4.35
"2016-01-04 14:50:00",3.2,84.56,3,29.74,4.35
"2016-01-04 15:20:00",1.4,91.92,4,29.74,2.49
"2016-01-04 15:50:00",1.4,84.43,3,29.74,2.49
"2016-01-04 16:20:00",-0.4,84.3,3,29.74,2.49
"2016-01-04 16:50:00",-0.4,77.32,4,29.71,2.49
"2016-01-04 17:20:00",-2.2,84.17,4,29.71,1.8
"2016-01-04 17:50:00",-2.2,84.17,4,29.71,1.8
"2016-01-04 18:20:00",-2.2,84.17,5,29.71,1.8
"2016-01-04 18:50:00",-4,84.04,4,29.71,1.8
"2016-01-04 19:20:00",-4,84.04,4,29.71,1.8
"2016-01-04 19:50:00",-2.2,84.17,4,29.71,1.86
"2016-01-04 20:20:00",-2.2,84.17,4,29.71,1.86
"2016-01-04 20:50:00",-2.2,84.17,2,29.71,1.8
"2016-01-04 21:20:00",-2.2,84.17,2,29.71,1.86
"2016-01-04 21:50:00",-4,84.04,2,29.68,1.86
"2016-01-04 22:20:00",-4,84.04,2,29.68,1.86
"2016-01-04 22:50:00",-2.2,84.17,2,29.68,1.86
"2016-01-04 23:20:00",-4,84.04,2,29.68,1.86
"2016-01-04 23:50:00",-4,84.04,3,29.68,1.86
"2016-01-05 00:20:00",-5.8,83.91,3,29.68,1.8
"2016-01-05 00:50:00",-5.8,83.91,2,29.68,1.8
"2016-01-05 01:20:00",-5.8,83.91,2,29.68,1.8
"2016-01-05 01:50:00",-4,84.04,2,29.68,1.86
"2016-01-05 02:20:00",-5.8,83.91,2,29.65,1.8
"2016-01-05 02:50:00",-7.6,83.78,2,29.68,2.49
"2016-01-05 03:20:00",-5.8,83.91,2,29.65,2.49
"2016-01-05 03:50:00",-5.8,83.91,2,29.65,2.49
"2016-01-05 04:20:00",-5.8,76.77,2,29.65,2.49
"2016-01-05 04:50:00",-5.8,83.91,2,29.68,2.49
"2016-01-05 05:20:00",-7.6,76.59,2,29.68,4.35
"2016-01-05 05:50:00",-9.4,83.64,2,29.65,2.49
"2016-01-05 06:20:00",-9.4,83.64,1,29.65,2.49
"2016-01-05 06:50:00",-9.4,76.4,2,29.68,2.49
"2016-01-05 07:20:00",-7.6,83.78,2,29.68,2.49
"2016-01-05 07:50:00",-7.6,83.78,3,29.68,1.62
"2016-01-05 08:20:00",-4,76.96,2,29.68,1.62
"2016-01-05 08:50:00",-0.4,77.32,2,29.68,1.74
"2016-01-05 09:20:00",-0.4,77.32,2,29.68,1.68
"2016-01-05 09:50:00",3.2,77.67,2,29.68,1.68
"2016-01-05 10:20:00",5,84.68,2,29.68,2.49
"2016-01-05 10:50:00",6.8,84.8,2,29.68,2.49
"2016-01-05 11:20:00",6.8,84.8,3,29.68,2.73
"2016-01-05 11:50:00",6.8,78.01,2,29.68,2.73
"2016-01-05 12:20:00",6.8,84.8,1,29.68,2.73
"2016-01-05 12:50:00",6.8,78.01,1,29.68,2.73
"2016-01-05 13:20:00",6.8,84.8,2,29.71,2.73
"2016-01-05 13:50:00",5,84.68,3,29.71,2.73
"2016-01-05 14:20:00",5,77.84,4,29.71,1.68
"2016-01-05 14:50:00",3.2,84.56,3,29.71,1.43
"2016-01-05 15:20:00",1.4,84.43,2,29.71,1.24
"2016-01-05 15:50:00",3.2,84.56,1,29.71,0.99
"2016-01-05 16:20:00",3.2,84.56,1,29.71,1.06
"2016-01-05 16:50:00",-0.4,84.3,1,29.71,1.24
"2016-01-05 17:20:00",-0.4,84.3,0,29.71,1.24
"2016-01-05 17:50:00",1.4,84.43,1,29.71,1.43
"2016-01-05 18:20:00",-0.4,84.3,1,29.71,1.43
"2016-01-05 18:50:00",-0.4,84.3,1,29.71,1.3
"2016-01-05 19:20:00",-2.2,84.17,2,29.71,1.43
"2016-01-05 19:50:00",-2.2,84.17,1,29.74,1.3
"2016-01-05 19:53:00",-2.2,84.17,1,29.74,1.8
"2016-01-05 20:20:00",-2.2,84.17,2,29.74,1.55
"2016-01-05 20:50:00",-0.4,84.3,1,29.74,1.74
"2016-01-05 21:00:00",-0.4,84.3,3,29.74,1.68
"2016-01-05 21:20:00",-2.2,84.17,1,29.74,1.37
"2016-01-05 21:50:00",-4,91.71,2,29.77,1.12
"2016-01-05 22:20:00",-5.8,83.91,1,29.77,1.3
"2016-01-05 22:50:00",-4,84.04,1,29.77,1.3
"2016-01-05 23:20:00",-2.2,77.14,1,29.77,1.43
"2016-01-05 23:50:00",-4,76.96,1,29.77,1.49
"2016-01-06 00:20:00",-5.8,83.91,3,29.77,1.18
"2016-01-06 00:50:00",-5.8,83.91,1,29.77,1.37
"2016-01-06 01:20:00",-5.8,76.77,1,29.77,1.3
"2016-01-06 01:50:00",-5.8,83.91,2,29.77,1.37
"2016-01-06 02:20:00",-4,84.04,2,29.77,1.49
"2016-01-06 02:50:00",-5.8,83.91,1,29.77,1.3
"2016-01-06 03:20:00",-4,84.04,1,29.77,1.55
"2016-01-06 03:50:00",-5.8,83.91,2,29.77,1.62
"2016-01-06 04:20:00",-5.8,83.91,2,29.8,0.99
"2016-01-06 04:50:00",-7.6,83.78,1,29.8,1.62
"2016-01-06 05:20:00",-5.8,83.91,1,29.8,1.74
"2016-01-06 05:50:00",-5.8,83.91,1,29.8,1.43
"2016-01-06 06:20:00",-4,84.04,2,29.8,1.18
"2016-01-06 06:50:00",-5.8,83.91,1,29.8,1.18
"2016-01-06 07:20:00",-5.8,76.77,2,29.8,1.18
"2016-01-06 07:50:00",-4,84.04,2,29.83,1.12
"2016-01-06 08:07:00",-4,76.96,2,29.83,0.93
"2016-01-06 08:20:00",-0.4,77.32,2,29.83,1.12
"2016-01-06 08:50:00",-0.4,70.85,2,29.83,0.93
"2016-01-06 09:20:00",1.4,77.49,1,29.83,0.93
"2016-01-06 09:50:00",3.2,71.29,2,29.83,1.06
"2016-01-06 10:20:00",5,71.5,2,29.83,0.99
"2016-01-06 10:50:00",8.6,78.18,2,29.83,1.55
"2016-01-06 11:20:00",8.6,78.18,3,29.8,1.49
"2016-01-06 11:50:00",8.6,78.18,4,29.8,1.62
"2016-01-06 12:20:00",8.6,78.18,3,29.8,2.49
"2016-01-06 12:50:00",8.6,84.93,1,29.83,2.49
"2016-01-06 13:20:00",6.8,78.01,3,29.83,1.3
"2016-01-06 13:25:00",6.8,84.8,2,29.83,1.55
"2016-01-06 13:44:00",6.8,78.01,4,29.83,0.93
"2016-01-06 13:50:00",6.8,78.01,3,29.83,0.87
"2016-01-06 14:20:00",5,77.84,3,29.8,1.12
"2016-01-06 14:50:00",5,77.84,2,29.8,0.99
"2016-01-06 15:20:00",5,77.84,1,29.8,1.06
"2016-01-06 15:50:00",5,77.84,2,29.8,0.99
"2016-01-06 16:20:00",3.2,84.56,4,29.8,0.99
"2016-01-06 16:50:00",1.4,84.43,3,29.8,0.99
"2016-01-06 17:20:00",-0.4,84.3,2,29.8,0.93
"2016-01-06 17:50:00",-0.4,84.3,2,29.8,0.99
"2016-01-06 18:20:00",-0.4,84.3,2,29.8,0.99
"2016-01-06 18:50:00",-0.4,84.3,2,29.8,1.12
"2016-01-06 19:20:00",-0.4,84.3,2,29.8,1.12
"2016-01-06 19:50:00",-0.4,84.3,3,29.8,1.12
"2016-01-06 20:20:00",-0.4,84.3,1,29.8,1.06
"2016-01-06 20:50:00",1.4,84.43,1,29.8,0.99
"2016-01-06 21:20:00",-0.4,84.3,1,29.8,0.99
"2016-01-06 21:50:00",1.4,84.43,3,29.8,0.99
"2016-01-06 22:20:00",1.4,84.43,2,29.77,1.06
"2016-01-06 22:50:00",-4,84.04,4,29.77,0.81
"2016-01-06 23:20:00",-2.2,84.17,2,29.77,0.62
"2016-01-06 23:50:00",-0.4,84.3,2,29.77,0.75
"2016-01-07 00:20:00",-0.4,77.32,2,29.8,0.62
"2016-01-07 00:50:00",-4,84.04,2,29.8,0.62
"2016-01-07 01:20:00",-4,84.04,2,29.8,0.62
"2016-01-07 01:50:00",-2.2,84.17,3,29.8,"NA"
"2016-01-07 02:20:00",-0.4,70.85,4,29.77,0.4
"2016-01-07 02:50:00",5,77.84,4,29.77,0.87
"2016-01-07 03:20:00",5,77.84,4,29.77,0.93
"2016-01-07 03:50:00",6.8,78.01,6,29.77,0.93
"2016-01-07 04:20:00",6.8,78.01,5,29.77,0.87
"2016-01-07 04:50:00",6.8,84.8,5,29.77,0.93
"2016-01-07 05:20:00",6.8,78.01,5,29.77,0.93
"2016-01-07 05:50:00",6.8,78.01,4,29.8,0.93
"2016-01-07 06:20:00",6.8,78.01,4,29.8,1.62
"2016-01-07 06:50:00",6.8,78.01,5,29.8,1.62
"2016-01-07 07:20:00",6.8,78.01,4,29.8,1.62
"2016-01-07 07:50:00",6.8,84.8,5,29.8,1.62
"2016-01-07 08:20:00",8.6,78.18,4,29.8,1.62
"2016-01-07 08:50:00",8.6,84.93,3,29.83,1.62
"2016-01-07 09:20:00",8.6,78.18,4,29.83,2.49
"2016-01-07 09:50:00",8.6,84.93,4,29.8,2.49
"2016-01-07 10:20:00",8.6,84.93,5,29.8,2.73
"2016-01-07 10:50:00",8.6,84.93,4,29.8,2.73
"2016-01-07 11:20:00",8.6,84.93,4,29.8,2.73
"2016-01-07 11:50:00",8.6,84.93,5,29.8,2.49
"2016-01-07 12:20:00",8.6,84.93,6,29.8,2.49
"2016-01-07 12:50:00",8.6,84.93,5,29.8,2.49
"2016-01-07 13:20:00",8.6,84.93,5,29.8,2.49
"2016-01-07 13:50:00",6.8,84.8,8,29.8,2.49
"2016-01-07 14:20:00",6.8,84.8,8,29.8,2.49
"2016-01-07 14:50:00",6.8,78.01,6,29.8,2.49
"2016-01-07 15:20:00",6.8,78.01,7,29.8,2.49
"2016-01-07 15:50:00",6.8,84.8,5,29.8,2.49
"2016-01-07 16:20:00",6.8,78.01,8,29.8,2.49
"2016-01-07 16:50:00",6.8,78.01,6,29.8,2.49
"2016-01-07 17:20:00",6.8,78.01,5,29.8,2.49
"2016-01-07 17:50:00",6.8,84.8,7,29.8,2.49
"2016-01-07 18:20:00",6.8,78.01,4,29.8,2.49
"2016-01-07 18:50:00",6.8,78.01,5,29.8,2.49
"2016-01-07 19:20:00",5,84.68,4,29.8,2.49
"2016-01-07 19:50:00",3.2,77.67,4,29.8,2.49
"2016-01-07 20:20:00",3.2,77.67,3,29.8,2.49
"2016-01-07 20:50:00",1.4,77.49,4,29.8,1.8
"2016-01-07 21:20:00",1.4,77.49,3,29.8,2.49
"2016-01-07 21:50:00",-0.4,84.3,3,29.8,2.49
"2016-01-07 22:20:00",-0.4,84.3,4,29.8,2.49
"2016-01-07 22:50:00",-2.2,84.17,4,29.8,2.49
"2016-01-07 23:20:00",-2.2,84.17,4,29.8,1.8
"2016-01-07 23:50:00",-2.2,77.14,3,29.8,1.3
"2016-01-08 00:20:00",-2.2,84.17,3,29.8,1.3
"2016-01-08 00:50:00",-2.2,77.14,2,29.8,1.3
"2016-01-08 01:20:00",-4,84.04,1,29.8,1.24
"2016-01-08 01:50:00",-4,76.96,2,29.8,1.24
"2016-01-08 02:20:00",-4,84.04,2,29.77,1.3
"2016-01-08 02:50:00",-2.2,77.14,2,29.77,1.37
"2016-01-08 03:20:00",-2.2,77.14,3,29.77,1.43
"2016-01-08 03:50:00",-2.2,77.14,2,29.77,1.8
"2016-01-08 04:20:00",-2.2,77.14,2,29.77,2.49
"2016-01-08 04:50:00",-4,84.04,3,29.77,2.49
"2016-01-08 05:20:00",-4,70.41,3,29.77,2.49
"2016-01-08 05:50:00",-2.2,84.17,2,29.77,2.49
"2016-01-08 06:20:00",-0.4,84.3,4,29.77,2.49
"2016-01-08 06:50:00",1.4,84.43,4,29.77,1.62
"2016-01-08 07:20:00",1.4,84.43,4,29.77,1.62
"2016-01-08 07:50:00",3.2,77.67,3,29.77,2.49
"2016-01-08 08:20:00",3.2,84.56,4,29.77,2.49
"2016-01-08 08:50:00",3.2,84.56,4,29.77,2.49
"2016-01-08 09:20:00",5,84.68,4,29.74,2.49
"2016-01-08 09:50:00",5,77.84,4,29.74,2.49
"2016-01-08 10:20:00",5,84.68,5,29.71,2.49
"2016-01-08 10:50:00",5,77.84,4,29.71,2.49
"2016-01-08 11:20:00",6.8,84.8,4,29.71,2.49
"2016-01-08 11:50:00",6.8,84.8,3,29.68,2.49
"2016-01-08 12:20:00",6.8,84.8,4,29.68,2.49
"2016-01-08 12:50:00",6.8,84.8,4,29.68,2.49
"2016-01-08 13:20:00",6.8,84.8,5,29.68,2.49
"2016-01-08 13:23:00",8.6,84.93,5,29.68,2.49
"2016-01-08 13:50:00",8.6,84.93,4,29.68,2.73
"2016-01-08 14:20:00",8.6,84.93,4,29.68,2.49
"2016-01-08 14:50:00",8.6,84.93,5,29.68,2.49
"2016-01-08 15:20:00",8.6,84.93,4,29.65,2.49
"2016-01-08 15:50:00",10.4,85.05,5,29.65,2.49
"2016-01-08 16:20:00",10.4,78.35,4,29.65,2.49
"2016-01-08 16:50:00",10.4,78.35,5,29.65,2.49
"2016-01-08 17:20:00",10.4,85.05,5,29.62,2.49
"2016-01-08 17:50:00",10.4,85.05,5,29.62,2.49
"2016-01-08 18:20:00",12.2,78.51,4,29.62,2.49
"2016-01-08 18:50:00",12.2,78.51,5,29.62,2.49
"2016-01-08 19:20:00",12.2,78.51,4,29.62,2.49
"2016-01-08 19:50:00",12.2,85.17,4,29.62,2.49
"2016-01-08 20:20:00",12.2,85.17,5,29.62,2.49
"2016-01-08 20:50:00",14,72.53,4,29.62,2.49
"2016-01-08 21:20:00",14,85.28,4,29.62,2.49
"2016-01-08 21:50:00",14,85.28,3,29.62,2.49
"2016-01-08 22:20:00",14,78.68,3,29.59,2.49
"2016-01-08 22:50:00",14,85.28,3,29.59,2.49
"2016-01-08 23:20:00",14,85.28,3,29.59,2.49
"2016-01-08 23:50:00",14,85.28,2,29.59,2.49
"2016-01-09 00:20:00",12.2,85.17,3,29.59,2.49
"2016-01-09 00:50:00",12.2,92.32,2,29.59,2.49
"2016-01-09 01:20:00",12.2,85.17,2,29.59,2.49
"2016-01-09 01:50:00",14,85.28,3,29.59,2.49
"2016-01-09 02:20:00",14,85.28,1,29.59,2.49
"2016-01-09 02:50:00",14,85.28,2,29.59,2.49
"2016-01-09 03:20:00",14,85.28,4,29.59,2.49
"2016-01-09 03:50:00",14,85.28,3,29.59,2.49
"2016-01-09 04:20:00",15.8,85.4,3,29.59,2.49
"2016-01-09 04:50:00",15.8,78.84,3,29.59,2.49
"2016-01-09 05:20:00",15.8,85.4,3,29.59,2.49
"2016-01-09 05:50:00",15.8,85.4,4,29.62,2.49
"2016-01-09 06:20:00",15.8,78.84,3,29.62,2.49
"2016-01-09 06:50:00",15.8,85.4,4,29.62,2.49
"2016-01-09 07:20:00",17.6,79,3,29.62,2.49
"2016-01-09 07:50:00",15.8,85.4,3,29.65,2.49
"2016-01-09 08:20:00",17.6,79,3,29.65,1.8
"2016-01-09 08:50:00",17.6,85.51,2,29.65,1.37
"2016-01-09 09:20:00",17.6,85.51,2,29.65,1.8
"2016-01-09 09:50:00",17.6,85.51,1,29.68,1.86
"2016-01-09 10:20:00",19.4,79.16,3,29.68,1.86
"2016-01-09 10:50:00",19.4,85.63,3,29.68,1.86
"2016-01-09 11:20:00",19.4,85.63,2,29.68,2.49
"2016-01-09 11:50:00",21.2,79.31,2,29.68,2.49
"2016-01-09 12:20:00",19.4,85.63,2,29.68,1.74
"2016-01-09 12:50:00",19.4,85.63,2,29.71,1.49
"2016-01-09 13:20:00",19.4,85.63,2,29.71,1.62
"2016-01-09 13:50:00",19.4,79.16,2,29.71,1.8
"2016-01-09 14:20:00",19.4,79.16,2,29.74,1.86
"2016-01-09 14:50:00",19.4,85.63,2,29.74,1.86
"2016-01-09 15:20:00",19.4,85.63,2,29.74,1.86
"2016-01-09 15:50:00",19.4,85.63,3,29.74,1.86
"2016-01-09 16:20:00",21.2,79.31,1,29.77,2.49
"2016-01-09 16:50:00",21.2,79.31,1,29.77,2.49
"2016-01-09 17:20:00",21.2,79.31,1,29.77,1.8
"2016-01-09 17:50:00",21.2,79.31,1,29.77,1.37
"2016-01-09 18:20:00",21.2,85.74,1,29.77,1.55
"2016-01-09 18:40:00",21.2,85.74,2,29.77,1.24
"2016-01-09 18:50:00",21.2,85.74,3,29.77,1.37
"2016-01-09 19:20:00",21.2,85.74,3,29.8,0.81
"2016-01-09 19:50:00",21.2,85.74,3,29.8,1.18
"2016-01-09 20:20:00",21.2,85.74,1,29.8,1.37
"2016-01-09 20:50:00",21.2,85.74,1,29.83,1.3
"2016-01-09 21:20:00",21.2,85.74,3,29.83,1.49
"2016-01-09 21:50:00",21.2,85.74,1,29.83,1.55
