"stop_number","stop_name","lon","lat","distance_from_center"
"2934","Vandenvala",25.1738,54.66534,7.24789079050254
"2935","Liudvinava",25.12837,54.64705,10.7279175631215
"2936","Liudvinava",25.12816,54.64716,10.735044865774
"2937","Vilijos st.",25.17316,54.63595,8.94066677206141
"2938","Vilijos st.",25.17174,54.63557,9.0378953428624
"2939","Prekybos bazė",25.13807,54.65806,9.68420757212163
"2940","Stasylų st.",25.13073,54.62829,11.633074976657
"2941","Stasylų st.",25.13342,54.62871,11.4641314467043
"2942","Gariūnų st.",25.14866,54.6559,9.13634629468107
"2943","Gariūnų st.",25.15455,54.65296,8.92414635447392
"2944","Elektrinės st.",25.16234,54.66774,7.8656244817279
"2945","Aukštieji Paneriai",25.17376,54.63126,9.25565309065132
"2946","Zuikių st.",25.19844,54.63242,8.05824668838756
"2947","Vasarotojų st.",25.18591,54.62497,9.21222458255044
"2948","Vasarotojų st.",25.18518,54.62522,9.22216103018123
"2949","Kadugių st.",25.17996,54.62743,9.26828490599846
"2950","Kadugių st.",25.18154,54.62674,9.2540889671228
"2951","Vilijos st.",25.17254,54.63484,9.0507697862618
"2999","Lentvaris",25.05303,54.64535,15.3187843520868
"3000","Kilimų fabrikas",25.04649,54.65364,15.4682085270096
"3001","Naujasis Lentvaris",25.05965,54.658,14.5310478874212
"3002","Naujasis Lentvaris",25.05934,54.65801,14.5502127701135
"3003","Lentvaris",25.05467,54.64507,15.2280902039975
"3004","Kilimų fabrikas",25.04569,54.65519,15.4768747819086
"3005","Vandenų st.",25.04874,54.65804,15.2142524799623
"3101","Eduardo Andrė st.",25.10773,54.62894,12.8428235662701
"3102","Juodbaliai",25.12092,54.61208,13.223613412381
"3103","Juodbaliai",25.12084,54.61189,13.241020510184
"3104","Daniliškės",25.13817,54.60105,13.2482075155143
"3105","Gunkliškių st.",25.10127,54.6273,13.2937205085648
"3106","Trakų Vokė",25.11,54.62368,13.027123641795
"3107","Juozo Tiškevičiaus st.",25.11329,54.62135,12.9953961082015
"3108","Juozo Tiškevičiaus st.",25.11288,54.62198,12.977600144148
"3109","Trakų Vokė",25.11253,54.624,12.8713814195473
"3110","Bičiulių st.",25.13419,54.60393,13.1979281780686
"3111","Bičiulių st.",25.13479,54.60313,13.2335532078089
"3112","Emilijos Pliaterytės st.",25.11657,54.61762,13.0648902575909
"3113","Emilijos Pliaterytės st.",25.11674,54.617,13.097330998114
"3114","Metropolis",25.12912,54.60831,13.0987106225195
"3115","Metropolis",25.12891,54.6087,13.0795766797848
"3201","Pumpėnų st.",25.22192,54.72239,5.37154066527294
"3202","Taikos st.",25.22279,54.72159,5.26872057395111
"3203","Taikos st.",25.22162,54.72126,5.29520904906468
"3204","Taikos st.",25.22263,54.7206,5.19744542829843
"3205","Mykolo Biržiškos gimnazija",25.21716,54.72153,5.52173222164412
"3206","Mykolo Biržiškos gimnazija",25.21843,54.72133,5.44718745915191
"3207","Atžalyno st.",25.21426,54.71929,5.49577956236507
"3208","Atžalyno st.",25.21413,54.71826,5.42942284128557
"3209","Justiniškės",25.22209,54.71754,4.98837950823088
"3211","Justiniškės",25.22085,54.71652,4.97366874045848
"3212","Šiaurinė st.",25.21511,54.71554,5.19393252660839
"3213","Šiaurinė st.",25.21486,54.71497,5.16915634995967
"3214","Lūžiai",25.21661,54.7108,4.81472734248904
"3215","Justiniškių žiedas",25.21251,54.70935,4.95809309167909
"3216","Justiniškių žiedas",25.21334,54.70933,4.91055381876858
"3217","Kaukaro st.",25.21422,54.70621,4.69824985432623
"3218","Rygos st.",25.22962,54.71647,4.55527560348634
"3219","Čiobiškio st.",25.232,54.71893,4.65001020528188
"3220","Kaukaro st.",25.21579,54.70555,4.57539095727856
"3301","Sūduvių st.",25.21922,54.72563,5.75284679073381
"3302","Sūduvių st.",25.21906,54.72646,5.82799812402728
"3303","Medeinos st.",25.21815,54.72871,6.05417217183194
"3304","Medeinos st.",25.21902,54.72967,6.09934745855938
"3305","Skalvių st.",25.21963,54.73455,6.50195965391208
"3306","Skalvių st.",25.22005,54.73471,6.50030325526581
"3307","Gabijos st.",25.22435,54.73135,6.03576173474418
"3308","Gabijos st.",25.22632,54.7314,5.96649362823281
"3310","Deivių st.",25.22905,54.73562,6.26274006170616
"3311","Pašilaičiai",25.2305,54.73195,5.86739946079807
"3312","Pašilaičiai",25.23164,54.73141,5.7774089659801
"3313","Vilniaus rajono poliklinika",25.234,54.72332,4.94933520963336
"3314","Vilniaus rajono poliklinika",25.23343,54.72281,4.92592404657727
"3315","Žemynos st.",25.23398,54.72665,5.2523377459539
"3316","Žemynos st.",25.23344,54.72576,5.19052128702811
"3319","Juliaus Juzeliūno st.",25.23568,54.72918,5.42974467952355
"3320","Juliaus Juzeliūno st.",25.23684,54.73041,5.50913415406833
"3322","Gedvydžių st.",25.2342,54.73413,5.95233382868497
"3323","Stasio Lozoraičio st.",25.24241,54.72401,4.71429890043613
"3324","Pašilaičių žiedas",25.23387,54.72773,5.35608720801751
"3325","Igno Šeiniaus st.",25.24353,54.72179,4.46572157892372
"3326","Jurgio Baltrušaičio st.",25.23892,54.72934,5.33953530939463
"3327","Jurgio Baltrušaičio st.",25.23961,54.72903,5.28776993700443
"3328","Juliaus Juzeliūno st.",25.23504,54.73054,5.5803407568896
"3329","Jurgio Baltrušaičio st.",25.23738,54.72944,5.39847649173654
"3330","Skalvių st.",25.21859,54.73482,6.56590578532831
"3331","Perkūno st.",25.22774,54.73936,6.6631203048928
"3332","Perkūno st.",25.2272,54.73936,6.68059546472594
"3335","Pašilaičių žiedas",25.2343,54.72842,5.4052822538996
"3336","Pavilnionių st.",25.21449,54.73575,6.8080441909469
"3337","Pavilnionių st.",25.21497,54.73569,6.78382133090778
"3401","Kryžkelė",25.20941,54.70405,4.88213048651661
"3402","Kryžkelė",25.20628,54.70551,5.13003782198014
"3403","Tvenkinių st.",25.20082,54.71065,5.68896931538655
"3404","Sidaronių st.",25.20298,54.70881,5.47411023259148
"3405","Sidaronių st.",25.20358,54.70795,5.39850314176731
"3501","Oskaro Milašiaus st.",25.31438,54.72783,5.00158646341117
"3502","Lizdeikos st.",25.31366,54.72872,5.07041687894314
"3503","Rato st.",25.30869,54.73082,5.15901061163019
"3504","1-asis paplūdimys",25.29605,54.73311,5.17464812368161
"3505","Vaidilutės st.",25.29455,54.73604,5.47664782670458
"3506","2-asis paplūdimys",25.2946,54.74239,6.1737795871799
"3507","Bruknių st.",25.30345,54.74355,6.41168293365646
"3508","Meškeriotojų st.",25.32017,54.74621,7.02122691937683
"3509","Meškeriotojų st.",25.31977,54.74585,6.97454889196206
"3510","Turniškės",25.32753,54.74512,7.09970242877558
"3511","Mėlynių st.",25.32285,54.74069,6.52592834873369
"3512","Mėlynių st.",25.31569,54.73969,6.24129089326692
"3513","Grybautojų st.",25.31756,54.7333,5.63787498305602
"3514","Grybautojų st.",25.3182,54.73295,5.6206938964066
"3515","Žuvėdrų st.",25.32414,54.7314,5.64884217048512
"3516","Žuvėdrų st.",25.32467,54.73133,5.65938795747053
"3517","Lakštingalų st.",25.32866,54.72995,5.66579166034224
"3518","Lakštingalų st.",25.33112,54.72998,5.75757878759243
"3519","Kiškių st.",25.33664,54.73383,6.31166503048069
"3520","Kiškių st.",25.33814,54.73457,6.43457990840119
"3521","Ežerėlių st.",25.34252,54.73784,6.89394712776826
"3522","Ežerėlių st.",25.34438,54.73855,7.02799522417748
"3523","Aukštagiris",25.35577,54.73049,6.82912588725553
"3524","Dvarčionių kryžkelė",25.36972,54.73344,7.7088422428428
"3525","Baniškės",25.3871,54.73451,8.64860735764364
"3526","Kairėnai",25.40042,54.73623,9.45294026712567
"3527","Gvazdikų st.",25.39804,54.74366,9.83016665507467
"3528","Gvazdikų st.",25.39835,54.74315,9.80974340569976
"3529","Žemoji Veržuva",25.40124,54.75002,10.4457987720669
"3530","Žemoji Veržuva",25.40151,54.75002,10.4587528402222
"3531","Vaguva",25.41687,54.74725,11.0272824466606
"3532","Vaguva",25.41714,54.74711,11.0317882877267
"3533","Aukštoji Veržuva",25.42812,54.74999,11.7889094709153
"3534","Turniškių miškas",25.35776,54.74815,8.39685954849204
"3535","Turniškių miškas",25.35849,54.74838,8.44536906282247
"3536","Smėlynė",25.36489,54.75437,9.2250022700638
"3537","Smėlynė",25.3658,54.75471,9.29009962620244
"3538","Veržuvos st.",25.37262,54.76149,10.1568534361886
"3539","Veržuvos st.",25.37405,54.76224,10.2782670584272
"3540","Karačiūnai",25.38218,54.77234,11.4954249016807
"3541","Karačiūnai",25.38303,54.77306,11.5922788402644
"3542","Šilas",25.38346,54.78204,12.4389695711884
"3543","Šilas",25.38376,54.78313,12.5517175391201
"3544","Miškas",25.40463,54.78333,13.3303438289331
"3545","Miškas",25.40316,54.78307,13.2506487575296
"3546","Balžio st.",25.42904,54.79303,15.1456771038374
"3547","Antaviliai",25.39775,54.79863,14.4890401328715
"3548","Antaviliai",25.39651,54.79822,14.408668017919
"3549","Antavilių žiedas",25.39922,54.7998,14.6492144556828
"3550","Jono Biliūno st.",25.39154,54.79425,13.8659703131762
"3551","Jono Biliūno st.",25.39069,54.79371,13.7863924463874
"3552","Nugalėtojų st.",25.34857,54.74172,7.4712946936638
"3553","Nugalėtojų st.",25.34931,54.74176,7.50306724398168
"3554","Svajonių st.",25.31469,54.74065,6.31753172805878
"3555","Rato st.",25.3092,54.73071,5.15950347357106
"3556","1-asis paplūdimys",25.29826,54.73266,5.15643677141472
"3557","Vaidilutės st.",25.29415,54.7377,5.65428949923123
"3558","Balžio žiedas",25.43652,54.79419,15.5519002194776
"3559","Balžio st.",25.42967,54.793,15.1687114876558
"3560","Laurų st.",25.38327,54.78949,13.1398362303344
"3561","Vinciūniškės",25.39505,54.7591,10.8678284443586
"3601","Senoji  Pilaitė",25.19664,54.70416,5.65486934103499
"3602","Pilaitė",25.20108,54.70433,5.39255231865385
"3603","Papilėnų st.",25.18741,54.70685,6.31364324360939
"3604","Papilėnų st.",25.18651,54.70816,6.41857136558785
"3605","Tolminkiemio st.",25.18009,54.70721,6.77065458132778
"3606","Tolminkiemio st.",25.18119,54.70736,6.70925442658386
"3607","Karaliaučiaus st.",25.17582,54.70725,7.0322555830789
"3608","Karaliaučiaus st.",25.17572,54.7074,7.04356380251183
"3609","Gilužio st.",25.17438,54.704,7.01763084142056
"3610","Kriaučiūnų st.",25.14536,54.70387,8.82832448853082
"3611","Platiniškės",25.12455,54.70423,10.1479216554014
"3612","Bitėnų st.",25.17195,54.70178,7.10961780035889
"3613","Bitėnų st.",25.17235,54.70169,7.0823372513548
"3614","Gilužio st.",25.17449,54.70451,7.02579331686242
"3615","Kriaučiūnai",25.14919,54.71244,8.83760625020462
"3616","Kriaučiūnai",25.15055,54.712,8.73935203856239
"3617","Papiškės",25.13202,54.71607,10.0114488754133
"3618","Papiškės",25.12997,54.71643,10.1490219392022
"3619","Vaivadiškės",25.11279,54.71746,11.2347866492073
"3620","Vaivadiškės",25.11156,54.7172,11.3018523018228
"3621","Bitėnų žiedas",25.17291,54.7032,7.08653476316227
"3622","Smalinės st.",25.18742,54.70932,6.41153715063436
"3623","Įsruties st.",25.18122,54.71045,6.82787707942714
"3624","Įsruties st.",25.18293,54.70994,6.70481885922632
"3625","Pajautos st.",25.17406,54.7105,7.25868425110139
"3626","Pajautos st.",25.17608,54.71018,7.12470211084947
"3627","Pajautos st.",25.17488,54.70977,7.18108793748404
"3628","Karaliaučiaus st.",25.1751,54.70798,7.10174548048412
"3629","Smalinės st.",25.18792,54.70855,6.34984188012228
"3630","Senoji Pilaitė",25.19571,54.70462,5.72811650028015
"3631","Papilėnų st.",25.18821,54.70683,6.26456683983721
"3632","Padekaniškės",25.16035,54.71059,8.09239846675835
"3633","Padekaniškės",25.16118,54.71052,8.03935939091427
"3634","Pilaitė",25.2017,54.70306,5.30765822499593
"3635","Papilėnų st.",25.18781,54.70753,6.31565962066786
"3801","Stasio Lozoraičio st.",25.24251,54.7244,4.74841387801112
"3802","Fabijoniškės",25.23739,54.73145,5.59220434603634
"3803","Takas",25.23689,54.73296,5.75471006291585
"3804","Takas",25.23594,54.73416,5.90106131779067
"3805","Gedvydžių st.",25.23419,54.73463,6.00110022013062
"3806","Gedvydžių st.",25.2373,54.73634,6.07535840073634
"3807","Gedvydžių st.",25.23822,54.73702,6.1169567205574
"3809","Fabijoniškių žiedas",25.24044,54.73933,6.29033979925542
"3810","Fabijoniškių žiedas",25.24147,54.73906,6.23644936975773
"3811","Fabijoniškių žiedas",25.24062,54.74009,6.36322125207764
"3812","Sporto gimnazija",25.24241,54.73161,5.45835655789093
"3813","Kaimelio žiedas",25.24446,54.7316,5.40069224889604
"3814","Sporto gimnazija",25.2447,54.73299,5.53500092563523
"3815","Pijaus Žadeikos st.",25.24626,54.7349,5.69090549531301
"3816","Pijaus Žadeikos st.",25.24753,54.73504,5.67501092717442
"3817","Antano Jonyno st.",25.24744,54.73137,5.2995236736415
"3818","Antano Jonyno st.",25.24893,54.73156,5.28228790530649
"3819","Liudo Giros st.",25.2521,54.73329,5.39044179497306
"3820","Liudo Giros st.",25.25311,54.734,5.44424273495569
"3821","Liudo Giros st.",25.25369,54.73313,5.34070006533899
"3822","Liudo Giros st.",25.25421,54.73376,5.39698133080106
"3823","Mykolo Romerio universitetas",25.25795,54.73517,5.48011760012784
"3824","Pamiškė",25.2549,54.73041,5.02920304110578
"3825","Pamiškė",25.25452,54.72958,4.94975211420564
"3826","Simono Stanevičiaus st.",25.25418,54.7261,4.59377816179712
"3827","Simono Stanevičiaus st.",25.25372,54.7252,4.51138846166875
"3828","Jovaro st.",25.25396,54.72384,4.3654644364394
"3829","Jovaro st.",25.25407,54.72287,4.2631684313812
"3831","Pijaus Žadeikos st.",25.24623,54.73552,5.75548951587502
"3832","Igno Šeiniaus st.",25.24426,54.72146,4.41000000522424
"3833","Salomėjos Nėries st.",25.23245,54.73729,6.31392770041171
"3834","Salomėjos Nėries st.",25.23175,54.73817,6.42132638065647
"3835","Liudviko Zamenhofo st.",25.22889,54.74106,6.79137278120301
"3836","Liudviko Zamenhofo st.",25.22754,54.74203,6.92768035090969
"3837","Mykolo Lietuvio st.",25.22563,54.74357,7.13692956796554
"3838","Išlaipinimas",25.22603,54.7438,7.14681459665594
"3839","Kaimelio st.",25.24448,54.73059,5.29846181944734
"3840","Kaimelio žiedas",25.24488,54.73155,5.38435211488028
"3890","Kaimelio žiedas",25.2443,54.73141,5.38587610203859
"3901","Mūrinė Vokė",25.12176,54.64828,11.0603699033278
"3902","Juliaus Janonio st.",25.11084,54.64765,11.7352537903694
"3903","Juliaus Janonio st.",25.10911,54.64778,11.8329061526595
"3904","Bališkės",25.09966,54.64632,12.4576799322081
"3905","Bališkės",25.09864,54.64613,12.5264719512445
"3906","1-asis Lentvaris",25.06552,54.64437,14.5918629819021
"3907","1-asis Lentvaris",25.06487,54.64427,14.635011670764
"3910","Raudonbalė",25.18096,54.74939,9.36011832123225
"3911","Mūrinė Vokė",25.12157,54.64838,11.067207496917
"3912","Stasio Krasausko st.",25.09079,54.64433,13.0697650290063
"3913","Stasio Krasausko st.",25.0912,54.64446,13.0399135068706
"4001","Žirnių st.",25.30396,54.65392,4.04728769008647
"4002","Kinologijos centras",25.32131,54.64878,5.06862988574056
"4003","Kelininkų st.",25.30308,54.65048,4.38332246164945
"4004","Šalčininkų kryptis",25.30285,54.64484,4.97296743033524
"4005","Miško parkas",25.30331,54.63609,5.916348692351
"4006","Salininkų sodai",25.28465,54.61823,7.71212201066236
"4007","Sakalaičių st.",25.27568,54.61421,8.15711931509407
"4008","Pervaža",25.27467,54.60923,8.71281617329583
"4009","Svirno st.",25.30796,54.61865,7.87041746711551
"4010","Svirno st.",25.30824,54.61725,8.02608457823881
"4011","Basiukai",25.31046,54.61206,8.62057908398512
"4012","Basiukai",25.31098,54.61052,8.79494216454896
"4013","Katiliškės",25.31308,54.60612,9.30216694786203
"4014","Katiliškės",25.31304,54.60436,9.49215200853519
"4015","Lydos st.",25.30561,54.62535,7.11062869039358
"4016","Kalnėnai",25.33164,54.6546,4.95165291028783
"4017","Rukainių st.",25.33716,54.65425,5.22472609647079
"4018","Italų st.",25.33166,54.65277,5.10485486215599
"4019","Ašmenėlės st.",25.34892,54.65116,6.00917055193298
"4020","Kalnėnai",25.33125,54.65453,4.94058645278491
"4021","Tautų st.",25.32442,54.65117,4.95768439475136
"4022","Tautų st.",25.3247,54.65116,4.9690314439737
"4101","Kovo 11-osios st.",25.08719,54.67498,12.4602295029153
"4102","Kunigiškių st.",25.09277,54.67057,12.1707789172737
"4103","Šviesos st.",25.09672,54.66945,11.94046991917
"4104","Salos",25.10068,54.66833,11.711816206381
"4105","Grigiškės",25.08955,54.67206,12.350942891724
"4106","Neravų st.",25.11174,54.66864,11.0067775215
"4108","Grigiškių žiedas",25.08734,54.67524,12.4474009517034
"4109","Dėdeliškės",25.05604,54.68388,14.3884472034717
"4110","Dėdeliškės",25.05657,54.68401,14.3539693603047
"4111","Moluvėnai",25.03231,54.69235,15.915391308985
"4112","Kranto st.",25.08072,54.67349,12.892862422585
"4113","Žalioji st.",25.0772,54.66999,13.1700552099792
"4114","Grigiškių žiedas",25.08231,54.67362,12.7896299827233
"4115","Kranto st.",25.08022,54.67329,12.9275057563612
"4116","Žalioji st.",25.07668,54.66959,13.2098245912455
"4117","Valai",25.06356,54.70009,13.9665834289152
"4301","Minsko plentas",25.33872,54.64434,6.11728392625799
"4302","Sodai",25.34666,54.64243,6.60585243300824
"4303","Nemėžis",25.35694,54.63997,7.25116997076857
"4304","Daržininkai",25.36844,54.6372,7.98871743278945
"4306","Posūkis",25.39308,54.62644,9.96175454182691
"4307","Stankutiškės",25.38993,54.62039,10.2919609515603
"4308","Stankutiškės",25.39024,54.62085,10.2686768107318
"4309","Sodžiaus st.",25.38901,54.6139,10.7885729875982
"4310","Sodžiaus st.",25.38872,54.61364,10.7984281762338
"4311","Skaidiškių žiedas",25.38701,54.6104,11.005914388294
"4312","Skaidiškių žiedas",25.38599,54.60943,11.0495273203758
"4313","Skaidiškės",25.38387,54.60583,11.2855625596354
"4314","Skaidiškės",25.38357,54.6064,11.2230842286456
"4315","Skaistės st.",25.39316,54.60573,11.658805964925
"4316","Skaidiškės",25.38255,54.60569,11.2479801828544
"4317","Draugystės st.",25.36351,54.59592,11.5230397757585
"4318","Draugystės st.",25.36412,54.59598,11.5355503565592
"4319","Rudamina",25.3512,54.59238,11.5347619866639
"4320","Rudamina",25.34825,54.59135,11.5663087453797
"4321","Čekėnų st.",25.33798,54.59302,11.1559912030886
"4322","Čekėnų st.",25.33948,54.59265,11.2274107894747
"4323","Rudaminos paukštynas",25.32915,54.59484,10.7847779004
"4324","Rudaminos paukštynas",25.32951,54.59464,10.812865519737
"4325","Kineliai",25.31564,54.5976,10.2622379172891
"4326","Kineliai",25.31626,54.59737,10.2961785604675
"4327","Daržininkai",25.3667,54.63803,7.8441744112519
"4329","Posūkis",25.39227,54.62727,9.86070911789086
"4330","Čekėnai",25.3481,54.59052,11.6480701538864
"4331","UAB ""Vingės terminalas""",25.45632,54.60928,14.3066952094454
"4350","Nemėžis",25.35582,54.63881,7.29736644240734
"4351","Baltarusių st.",25.34363,54.63364,7.26372137030275
"4352","Vladislavo Sirokomlės st.",25.35393,54.63453,7.58044306152738
"4353","Sodybų st.",25.32668,54.63182,6.88953680517529
"4355","Vyturių st.",25.32758,54.63744,6.36121686880414
"4357","Vilties st.",25.33503,54.64456,5.95354923354048
"4358","Šveicarų st.",25.32657,54.63509,6.56122918521776
"4359","Ramunių st.",25.33531,54.63259,7.07583874489645
"4401","Tvenkinių st.",25.20066,54.71104,5.71781723211106
"4402","Buivydiškės",25.19645,54.71687,6.27083783787637
"4403","Buivydiškės",25.19697,54.71735,6.27036228457521
"4404","Sodų st.",25.18789,54.72409,7.16891869012889
"4405","Sodų st.",25.18717,54.72427,7.21836467126604
"4406","Zujūnai",25.18153,54.72671,7.67051323899652
"4407","Naujosios Gineitiškės",25.20137,54.73597,7.37522483390039
"4408","Antežeriai",25.18649,54.73377,7.89716102578762
"4409","Antežeriai",25.18527,54.73255,7.86989873921063
"4410","Zujūnai",25.18209,54.72662,7.63523438559251
"4411","Naujosios Gineitiškės",25.20239,54.73583,7.31919856524977
"4412","Senosios Gineitiškės",25.18928,54.7359,7.92076970270079
"4413","Senosios Gineitiškės",25.19373,54.73565,7.69402195988282
"4414","Ąžuolų st.",25.19473,54.7205,6.58127912855668
"4415","Ąžuolų st.",25.19339,54.72171,6.72796016450474
"4601","Purienų st.",25.41235,54.72575,9.5171704760269
"4602","Galgiai",25.41133,54.72031,9.20319404162251
"4603","Galgiai",25.4115,54.71935,9.17160889783045
"4604","Vakario st.",25.4126,54.71454,9.04595625984706
"4901","2–osios Bukiškės",25.19852,54.76309,9.89108534600941
"4902","1–osios Bukiškės",25.20003,54.76356,9.88490800868967
"4903","Aušveita",25.07921,54.677,12.9475588145844
"4904","Vosyliukai",25.02645,54.71087,16.4848504579244
"5001","Pavilionys",25.2241,54.74187,7.02208594145855
"5002","Pavilionys",25.22351,54.74197,7.0510111973131
"5003","Medelynas",25.21377,54.75095,8.22886794172137
"5004","Medelynas",25.21489,54.74959,8.06225393156302
"5005","Bukiškių st.",25.20566,54.75758,9.12911580745086
"5006","Tarandė",25.20812,54.74938,8.27602998150406
"5007","Tarandė",25.20724,54.74932,8.3020818251665
"5008","Laidagaliai",25.19002,54.74685,8.76122881111124
"5009","Laidagaliai",25.19087,54.74665,8.70860356193484
"5010","Tomo Žebrausko st.",25.2003,54.7483,8.46950801291296
"5011","Tomo Žebrausko st.",25.19964,54.748,8.46863185541913
"5012","Pagrandos st.",25.18268,54.74662,9.05989689281411
"5013","Pagrandos st.",25.18251,54.74649,9.05695560798768
"5014","Kelmiškių st.",25.17862,54.74907,9.4368725518133
"5015","Bukiškių st.",25.20586,54.75776,9.13951420987635
"5101","Didžioji Riešė",25.25682,54.8061,13.2666190738484
"5102","Didžioji Riešė",25.25674,54.80684,13.348963174302
"5103","Riešės gimnazija",25.23333,54.80872,13.8017899637359
"5104","Riešės gimnazija",25.23469,54.80856,13.76580024656
"5105","Riešės žirgynas",25.23159,54.80921,13.879455272393
"5106","Vanaginė",25.27291,54.77539,9.77959655075032
"5107","Vanaginė",25.27197,54.7738,9.6059508403702
"5108","Raisteliai",25.21761,54.61123,9.38025140381425
"5109","Raisteliai",25.21812,54.61139,9.35018764089301
"5110","Baltoji Vokė",25.1938,54.6033,10.8783684424722
"5111","Baltoji Vokė",25.19329,54.60365,10.8616460670546
"5112","Žemieji Pagiriai",25.20442,54.5815,12.7491000778249
"5113","Žemieji Pagiriai",25.20609,54.58272,12.5828133702333
"5114","Pagiriai",25.19829,54.57716,13.3468448828442
"5115","Skersinės st.",25.2716,54.76453,8.57818514345421
"5116","Skersinės st.",25.2719,54.76518,8.64917521002346
"5117","Ąžuolijai",25.24273,54.62168,7.70069336190027
"5118","Margirio st.",25.18706,54.61256,10.2513739548615
"5119","Gulbinai",25.27653,54.78872,11.2537725659807
"5120","Gulbinai",25.27437,54.78675,11.0382660647291
"5121","Riešė",25.27179,54.80526,13.1010691964596
"5122","Riešė",25.27283,54.80453,13.0174952534931
"5123","Margirio st.",25.18688,54.61288,10.2292091017845
"5124","Agrastų st.",25.17703,54.62943,9.24295145745833
"5125","Kiparisų st.",25.27196,54.78219,10.5377390158805
"5126","Kiparisų st.",25.27173,54.78325,10.6561799610538
"5127","Samanų st.",25.26938,54.78641,11.0152839768929
"5128","Samanų st.",25.26907,54.78714,11.0975246428415
"5129","Lauko st.",25.26597,54.79221,11.6736907805694
"5130","Lauko st.",25.26582,54.79315,11.7786428980017
"5131","Kaštonų st.",25.26213,54.79815,12.3525619380736
"5132","Kaštonų st.",25.26211,54.79836,12.3759318639463
"5133","Pirmieji Pagiriai",25.21041,54.58635,12.1045279987528
"5134","Pirmieji Pagiriai",25.21116,54.58711,12.0081673616398
"5135","Beržų st.",25.2482,54.80771,13.5164225851703
"5136","Kelmijos sodai",25.24382,54.60828,9.11116835046997
"5137","Kelmijos sodai",25.24404,54.60789,9.14955137940784
"5138","Durpių st.",25.20456,54.59657,11.2133114049658
"5139","Durpių st.",25.20494,54.59582,11.2781451165067
"5140","Raudondvaris",25.27773,54.82597,15.3943986387919
"5141","Riešė",25.27466,54.80722,13.3130084983617
"5142","Rugių st.",25.26928,54.73801,5.65364928556463
"5143","Rugių st.",25.27044,54.73819,5.66512953280635
"5144","Karveliškių kapinės",25.10116,54.70931,11.7316244856196
"5145","Raistelių miškas",25.23016,54.61127,9.06116583535879
"5146","Raistelių miškas",25.23105,54.61112,9.05679153042107
"5147","Žalgirio žiedas(atstovos vieta",25.28474,54.70403,1.86197732977883
"5151","Žvėryno žiedas",25.2462,54.69846,2.4778680184493
"5152","Akropolis",25.25835,54.7105,2.90230583184382
"5153","Bazilijonų st.",25.28657,54.67408,1.55760827781308
"5155","Radvilų rūmai",25.27895,54.68384,0.413930898168558
"5157","Eglių st.",25.25566,54.67661,1.97039950776184
"5158","Lazdynų ligoninė",25.20662,54.66907,5.13297697695091
"5159","Kaimelio st.",25.24621,54.73066,5.25892660742403
"5160","Grigaičiai",25.41305,54.68095,8.59647468752138
"5161","Jaunimo st.",25.41217,54.66994,8.73175174810164
"5162","Jaunimo st.",25.41227,54.66979,8.74178127142773
"5163","Grigaičių žiedas",25.41555,54.6643,9.10198657477096
"5164","Piliakalnio st.",25.21175,54.69991,4.58476242251028
"5165","Piliakalnio st.",25.21248,54.69943,4.52416247266939
"5166","Sietyno st.",25.22343,54.70037,3.8937864050993
"5167","Sietyno st.",25.22116,54.69967,4.00297680126472
"5169","Totorių st.",25.18934,54.57003,14.3041405545476
"5170","Totorių st.",25.19028,54.57065,14.2165487006747
"5171","Vėjo st.",25.17849,54.56786,14.8187323571561
"5172","Vėjo st.",25.17931,54.56821,14.7605760482081
"5173","Molynė",25.16843,54.56153,15.7383445948657
"5174","Molynė",25.16925,54.56158,15.7094099177393
"5175","Keturiasdešimt Totorių k.",25.16618,54.56012,15.9440596088465
"5176","Sietyno st.",25.22124,54.69858,3.95890730987891
"5177","Autobusų parkas",25.29589,54.72092,3.85402617426627
"5178","Kuprioniškės",25.33163,54.64104,6.15092264251206
"5179","Girinaičių st.",25.38975,54.77744,12.2385617451602
"5180","Girinaičių st.",25.38993,54.77745,12.2461385401387
"5181","Trimitų st.",25.28703,54.70357,1.84308858055018
"5182","Žvejų st.",25.2887,54.69004,0.636482743822096
"5183","Žvejų st.",25.2891,54.6917,0.75648826324479
"5184","Rinktinės st.",25.28838,54.69508,1.00442312997016
"5185","Herkaus Manto st.",25.2866,54.7011,1.57091972379335
"5186","Herkaus Manto st.",25.28623,54.70068,1.51947929256451
"5187","Žygio st.",25.28946,54.7046,1.9970275616223
"5188","Rinktinės st.",25.28809,54.69506,0.99243612893699
"5189","Erfurto st.",25.20062,54.67357,5.32156621358651
"5190","Sietyno st.",25.22087,54.69893,3.99368459314229
"5191","Prašiškės",25.27152,54.76817,8.9825069977715
"5192","Beržų st.",25.24737,54.80781,13.5355045706201
"5193","Erfurto st.",25.2008,54.67448,5.28175340512587
"5194","Karklėnai",25.41434,54.67563,8.74940659656708
"5195","Karklėnai",25.41456,54.67586,8.75953723216107
"5196","Giraitės st.",25.23783,54.66898,3.39631938857181
"5197","Giraitės st.",25.23817,54.66873,3.39602734492799
"5198","Prašiškės",25.27183,54.7686,9.02908719870886
"5199","Panerių miškas",25.2278,54.61641,8.58660323298552
"5200","Panerių miškas",25.22945,54.61701,8.48409918875808
"5201","Kooperatyvo st.",25.26002,54.80107,12.6887451161472
"5202","Kooperatyvo st.",25.25981,54.8018,12.7708586309417
