"stop_number","stop_name","lon","lat","distance_from_center"
"1717","Pasakų parkas",25.20559,54.68477,4.77984159902601
"1718","Teodoro Narbuto st.",25.23016,54.69995,3.4762085363281
"1801","Justiniškės",25.22203,54.71676,4.93370835811533
"1802","Rygos st.",25.23019,54.7156,4.46124225626805
"1803","Pal. Jurgio Matulaičio bažnyčia",25.22678,54.71178,4.34481431491317
"1804","Lūžiai",25.21772,54.71164,4.80616726071235
"1805","Šaulių sąjunga",25.22607,54.70909,4.20327135169366
"1807","Viršuliškės",25.22674,54.70849,4.12998725119643
"1808","Viršuliškės",25.22623,54.70683,4.0565377027205
"1809","Spaudos rūmai",25.22547,54.70417,3.95131369628925
"1810","Spaudos rūmai",25.22353,54.70361,4.03392547386598
"1811","Spaudos rūmai",25.22377,54.70263,3.97287786243732
"1812","Teodoro Narbuto st.",25.23021,54.70022,3.48529679255375
"1813","Troleibusų parkas",25.2194,54.70363,4.27438107358375
"1814","Kryžkelė",25.20987,54.70389,4.84805954209657
"1815","Kaukaro st.",25.21577,54.70665,4.63135503038896
"1816","Ąžuolyno st.",25.23405,54.7051,3.52988475626162
"1817","Ąžuolyno st.",25.23527,54.70479,3.44555153455667
"1818","Pal. Jurgio Matulaičio bažnyčia",25.22824,54.7124,4.31548203268351
"1819","Viršuliškės",25.22676,54.70649,4.00767250908066
"1820","Teodoro Narbuto st.",25.22967,54.70018,3.51527570793996
"1840","pagal pareikalavimą",25.21538,54.70237,4.45656570229763
"1901","Saltoniškės",25.26185,54.70231,2.00787686962862
"1902","Šeškinė",25.25213,54.70976,3.04489053987533
"1903","Šeškinė",25.25157,54.70963,3.05440134551756
"1904","Šeškinė",25.25124,54.71069,3.16225310116879
"1905","Siesikų st.",25.24636,54.70985,3.28280570576266
"1906","Siesikų st.",25.24424,54.7098,3.36945638292545
"1907","Vaikų kaimas",25.24118,54.70877,3.42586006997237
"1908","Vaikų kaimas",25.24035,54.70949,3.51973549271513
"1909","Buivydiškių st.",25.23789,54.71322,3.92579090159338
"1910","Buivydiškių st.",25.23743,54.71394,4.00444425735299
"1911","Rygos st.",25.23211,54.71575,4.38586379703565
"1912","Rygos st.",25.23153,54.71687,4.50137743703593
"1913","Čiobiškio st.",25.23292,54.71946,4.65595415105705
"1914","Ukmergės st.",25.2488,54.71201,3.37302176422502
"1915","Ukmergės st.",25.24942,54.71194,3.34332868740017
"1916","Ukmergės st.",25.24974,54.71245,3.37772286862735
"1917","Dūkštų st.",25.24528,54.71486,3.76229138686809
"1918","Dūkštų st.",25.24638,54.715,3.73378423530017
"1919","Musninkų st.",25.24452,54.71662,3.9498588829864
"1920","Musninkų st.",25.24386,54.71665,3.97706207761788
"1921","Šeškinės poliklinika",25.24745,54.71606,3.79268294204889
"1922","Ukmergės st. ",25.25166,54.71328,3.38638210694133
"1923","Šeškinės kalvos",25.25819,54.71109,2.96500104357058
"1924","Gelvonėlio st.",25.25677,54.71443,3.33715576790007
"1925","Gelvonėlio st.",25.25741,54.71505,3.38138192598168
"1926","Paberžės st.",25.25481,54.71616,3.56551108961775
"1927","Gelvonų st.",25.25763,54.71764,3.63849702180732
"1928","Gelvonų st.",25.25767,54.71838,3.71336338538061
"1929","Paberžės st.",25.25358,54.71617,3.60277459054643
"1930","Šeškinės kalvos",25.257,54.71157,3.04826266162044
"1931","Šeškinės kalvos",25.25622,54.71085,3.0032810553786
"1932","Šeškinės poliklinika",25.24715,54.71545,3.74689917197954
"1933","Musninkų st.",25.24484,54.7169,3.96370397415873
"2001","Mykolo Romerio universitetas",25.25976,54.73531,5.46662512898852
"2002","Ateities st.",25.26672,54.73707,5.5723038591681
"2003","Kalvarijos",25.27686,54.73854,5.6751961505109
"2004","Seminarija",25.27791,54.73702,5.50437593917062
"2005","Seminarija",25.27801,54.73576,5.36416380939637
"2006","Pušynas",25.27891,54.73436,5.20757225258332
"2007","Pušynas",25.2788,54.73328,5.0875734642473
"2008","Didlaukio st.",25.26926,54.72903,4.66400156405763
"2009","Didlaukio st.",25.27162,54.72915,4.65767205018707
"2010","Baltupiai",25.27858,54.72758,4.45404644520551
"2011","Baltupiai",25.28001,54.72688,4.37554116111775
"2012","Naujakiemio st.",25.28144,54.72387,4.04219705553224
"2013","Naujakiemio st.",25.28114,54.72467,4.13067677075636
"2014","Jono Kazlausko st.",25.28502,54.72145,3.78661283067081
"2015","Pramogų arena",25.28573,54.71508,3.08702427988256
"2016","Licėjus",25.27692,54.71314,2.85370837222864
"2017","Ateities st.",25.26599,54.736,5.46213627658696
"2018","Baltupiai",25.28013,54.72828,4.53124285446565
"2019","Ateities st.",25.26656,54.7363,5.48926205325364
"2101","Ateities st.",25.26515,54.73682,5.56100011247795
"2102","Ateities st.",25.26584,54.7375,5.62830394134183
"2103","Mokyklos st.",25.26338,54.74535,6.51521576686046
"2104","Mokyklos st.",25.26375,54.74629,6.61463498926414
"2105","Bajorų sodai",25.25659,54.75765,7.93817902459084
"2106","Chemijos institutas",25.26182,54.75508,7.59945425885848
"2107","Akademijos st.",25.27066,54.75262,7.26144246038579
"2109","Jono Kairiūkščio st.",25.27026,54.75705,7.75451090207301
"2110","Jono Kairiūkščio st.",25.26991,54.75718,7.77072587582335
"2111","Visoriai",25.26474,54.75781,7.87439717774849
"2112","Kalvarijos",25.27535,54.73933,5.76698533513609
"2113","Kalvarijos",25.27677,54.73997,5.83430911285998
"2114","Jeruzalė",25.27691,54.74295,6.16521795662799
"2115","Jeruzalė",25.27788,54.74415,6.2970644156604
"2116","Žaliųjų Ežerų st.",25.27913,54.74855,6.78525087606582
"2117","Molėtų plentas",25.2781,54.74975,6.91940980155203
"2118","Molėtų plentas",25.27754,54.75031,6.9823263228866
"2119","Žaliųjų Ežerų st.",25.28111,54.74967,6.91016495774462
"2120","Žaliųjų Ežerų st.",25.27982,54.75062,7.01528803960842
"2121","Santariškės",25.27979,54.752,7.16873694929647
"2122","Santariškės",25.28031,54.75286,7.26443839791294
"2123","Vaikų ligoninė",25.28131,54.75633,7.65082552783519
"2125","Petro Baublio st.",25.28655,54.7515,7.12633742005547
"2127","Petro Baublio st.",25.28788,54.75183,7.16864062135489
"2128","Verkių rūmai",25.29599,54.75224,7.2701619794546
"2129","Verkių rūmai",25.29645,54.75236,7.28764440331404
"2130","Ežerėliai",25.30666,54.76131,8.38332139527919
"2131","Maumedžių st.",25.26436,54.74065,5.98935483942652
"2132","Maumedžių st.",25.26437,54.74108,6.0364074418752
"2133","Chemijos institutas",25.26385,54.75385,7.44525029119176
"2134","Muzikų st.",25.28157,54.75921,7.97126278379506
"2135","Muzikų st.",25.28103,54.75832,7.8718851651239
"2136","Santariškių žiedas",25.28252,54.76359,8.45928948656815
"2137","Santariškių žiedas",25.28215,54.7637,8.4710617657529
"2138","Vaikų ligoninė",25.28054,54.75551,7.55918050072475
"2139","Mokyklos st.",25.26336,54.74434,6.40462966955286
"2140","Mokyklos st.",25.26295,54.74341,6.30712413890546
"2141","Akademijos st.",25.27239,54.75263,7.25441591805452
"2142","Akademijos st.",25.26868,54.75309,7.32483684109717
"2143","Akademijos st.",25.27025,54.75391,7.40655672422935
"2144","Akademijos st.",25.26838,54.75352,7.37431522667285
"2145","Geležinio Vilko st.",25.27172,54.75677,7.71660279043947
"2146","Geležinio Vilko st.",25.27238,54.75765,7.81153525460155
"2147","Vaikų ligoninė",25.28085,54.75613,7.62827000829637
"2148","Bajorai",25.23716,54.75674,8.16846384223529
"2149","Mokslininkų st.",25.2493,54.75454,7.70432913474252
"2150","Mokslininkų st.",25.24977,54.75445,7.68702312446262
"2151","Mergelės st.",25.23851,54.75645,8.10933254020676
"2152","Riaubonių st.",25.23294,54.75526,8.11023442349061
"2153","Daubų st.",25.23133,54.7573,8.35922308940117
"2154","Bajorų miškas",25.24233,54.75633,8.01973393391568
"2155","Bajorų miškas",25.2425,54.75626,8.00903785191293
"2156","Vaikų ligoninė (išlaipinama)",25.28088,54.75524,7.52932794893565
"2201","Ežerėliai",25.31018,54.76255,8.56692417534491
"2202","Naujieji Verkiai",25.33217,54.75984,8.71549713072931
"2204","Vaikų darželis",25.33591,54.76306,9.13881482886671
"2205","Vaikų darželis",25.33563,54.76256,9.08064233161355
"2206","Kremplių st.",25.33586,54.76698,9.53966148800114
"2207","Kremplių st.",25.33566,54.76725,9.56264245499638
"2208","Popieriaus st.",25.33202,54.76987,9.75044509501847
"2209","Popieriaus st.",25.33261,54.76996,9.77292130616392
"2210","Kurklių st.",25.3265,54.77002,9.65016164765612
"2211","Kurklių st.",25.32744,54.77033,9.70178872872819
"2212","Verkių Riešė",25.33699,54.77695,10.5993604368632
"2213","Verkių Riešė",25.33811,54.77739,10.6702794139352
"2214","Staviškės",25.35162,54.76345,9.61953366209364
"2215","Staviškės",25.35276,54.76398,9.70640062402411
"2216","Ožkiniai",25.36011,54.76706,10.2370614469651
"2217","Ožkiniai",25.3615,54.76718,10.2937857904345
"2218","Ožkinių žiedas",25.36646,54.76844,10.5785395958632
"2219","Ragučio st.",25.34204,54.78026,11.0582964434918
"2220","Ragučio st.",25.34263,54.78076,11.1238259749513
"2222","Balsiai",25.34779,54.78595,11.7820917150871
"2223","Kryžiokai",25.35118,54.79219,12.5071922973233
"2224","Naujoji st.",25.34632,54.76332,9.44818932764027
"2225","Naujoji st.",25.34598,54.76349,9.45521706625374
"2226","Naujaneriai",25.34841,54.80173,13.4403568217403
"2227","Naujaneriai",25.34928,54.80194,13.4807861823155
"2228","Paežerys",25.33611,54.8003,13.0499343076742
"2229","Paežerys",25.33534,54.80012,13.0170839979689
"2230","Diemedis",25.32958,54.80323,13.256051674172
"2231","Diemedis",25.32974,54.80289,13.221852123614
"2232","Grūšiakalnis",25.37363,54.77553,11.4909486546548
"2233","Gulbinų st.",25.31892,54.80584,13.3929203571478
"2234","Gulbinų st.",25.31976,54.8056,13.3769405197174
"2235","Pagubė",25.3132,54.80796,13.5616856027361
"2236","Kryžiokai",25.35127,54.79161,12.4493453511694
"2237","Sakališkės",25.32187,54.81469,14.394987088774
"2238","Krakiškės",25.34992,54.79594,12.8675003400148
"2239","Krakiškės",25.35003,54.79522,12.7950282625433
"2240","Užpalių st",25.35317,54.78655,11.9756554522067
"2241","Kryžiokų sodai",25.36591,54.78884,12.548307404868
"2243","Bireliai",25.32066,54.82118,15.0907202444565
"2244","Bireliai",25.32052,54.82099,15.0683556367966
"2245","Birelių žiedas",25.3303,54.82336,15.4473075686199
"2246","Juozapiškės",25.35237,54.80947,14.3366918947965
"2247","Juozapiškės",25.3528,54.80698,14.0843244992555
"2248","Europos parkas",25.35351,54.82507,16.0083820328332
"2249","Sakališkės",25.32173,54.81465,14.3889356689626
"2250","Pagubės sodai",25.32749,54.80599,13.5230881490467
"2251","Pagubės sodai",25.32727,54.80638,13.5621501359805
"2252","Pagubės sodai",25.32679,54.80621,13.5368356083032
"2253","Ąžuolynas",25.32378,54.81125,14.0435912284944
"2254","Ąžuolynas",25.32384,54.81099,14.0160494611536
"2255","Austėjos st.",25.34554,54.77823,10.9329351767751
"2256","Austėjos st.",25.34615,54.77817,10.941969586984
"2257","Žalčių st.",25.35032,54.77819,11.0509791278805
"2258","Žalčių st.",25.35124,54.77807,11.0631685141133
"2259","Balsių mokykla",25.3598,54.78058,11.5513259458729
"2260","Krakiškių sodai",25.34014,54.80074,13.1706760382519
"2261","Ragės st.",25.35139,54.78495,11.7672271087351
"2262","Ragės st.",25.35194,54.78468,11.753468701724
"2263","Balsiai",25.34776,54.78604,11.7906732577666
"2264","Krakiškių sodai",25.34074,54.80091,13.200102340807
"2265","Žaliojo Visalaukio st.",25.34072,54.7786,10.8555983139751
"2267","Žaliojo Visalaukio st.",25.34044,54.77863,10.8522475912083
"2296","Žilvičių st.",25.38114,54.70689,6.85863144088876
"2297","Žilvičių st.",25.38076,54.70684,6.83370607704424
"2298","Mileišiškės",25.34209,54.71172,4.8223253460743
"2299","Mileišiškės",25.34174,54.71176,4.80616612337984
"2300","Skirgiškės",25.3641,54.82865,16.5978858548958
"2301","Mildos st.",25.3421,54.69302,4.05030414221248
"2302","Mildos st.",25.34376,54.69147,4.1340825353223
"2303","Viršupis",25.34496,54.69615,4.29598018517777
"2304","Šilo st.",25.34933,54.70009,4.68149547765537
"2305","Lyglaukiai",25.35381,54.70237,5.03421789087913
"2306","Viadukas",25.3492,54.69397,4.51742048202077
"2307","Viadukas",25.34898,54.69301,4.48777641527821
"2308","Girininkija",25.36363,54.69439,5.44141394244575
"2309","Girininkija",25.36486,54.69459,5.52279943563762
"2310","Kučkuriškės",25.36955,54.69581,5.84107338055124
"2311","Kučkuriškės",25.36901,54.69551,5.80163037566217
"2312","Pūčkorių atodanga",25.35951,54.69193,5.14635856792692
"2313","Pūčkorių atodanga",25.3601,54.69159,5.18069825090713
"2314","Pūčkoriai",25.36641,54.69145,5.5835923616625
"2315","Pūčkoriai",25.3673,54.69112,5.63792709400706
"2316","Stepono Batoro st.",25.37802,54.69317,6.34368637641133
"2317","Stepono Batoro st.",25.37896,54.69312,6.40326892991681
"2318","Užtvankos st.",25.38105,54.6967,6.58647168601875
"2319","Užtvankos st.",25.38113,54.6965,6.58816345216596
"2320","Širšių st.",25.38774,54.69566,6.99575894436876
"2321","Širšių st.",25.3893,54.69561,7.09448650345555
"2322","Alberto Kojelavičiaus st.",25.3957,54.69516,7.49688546601359
"2323","Alberto Kojelavičiaus st.",25.39674,54.69465,7.5571947797505
"2324","Alberto Kojelavičiaus st.",25.39844,54.69631,7.68696063511986
"2325","Uosių st.",25.40122,54.69903,7.90719670901676
"2326","Uosių st.",25.40195,54.69939,7.95999622693341
"2327","Uosių st.",25.40141,54.69943,7.92651219002887
"2328","Paparčių st.",25.39411,54.70163,7.51140066661764
"2329","Paparčių st.",25.39462,54.70157,7.54207769832619
"2330","Kalno st.",25.39286,54.70476,7.51370818033056
"2331","Palydovo st.",25.40844,54.701,8.4014987574462
"2332","Palydovo st.",25.40998,54.70112,8.50124758406422
"2333","Pupojų st.",25.4131,54.70183,8.71261881350113
"2334","Pupojų st.",25.41411,54.70272,8.79481807690213
"2335","Šiaurės st.",25.41716,54.70863,9.13296862217164
"2336","Šiaurės st.",25.41681,54.70929,9.13033945313071
"2337","Jankos Kupalos st.",25.4014,54.69445,7.85291150234454
"2338","Jankos Kupalos st.",25.40168,54.69432,7.8694329001595
"2339","Dūmų st.",25.40036,54.69318,7.7738317375862
"2340","Dūmų st.",25.40137,54.69318,7.83853395363601
"2341","Lelijų st.",25.40104,54.68973,7.79627748900003
"2342","Lelijų st.",25.40021,54.68949,7.74218318418864
"2343","Ievų st.",25.40698,54.6943,8.2083510279101
"2344","Ievų st.",25.40838,54.69433,8.29825307266071
"2345","Tremtinių st.",25.40981,54.6929,8.37709311206568
"2346","Tremtinių st.",25.41063,54.6926,8.42739529363806
"2347","Tremtinių st.",25.41141,54.6931,8.48124143661998
"2348","Genių st.",25.41255,54.68827,8.53276896118608
"2349","Genių st.",25.41324,54.68798,8.5768978483898
"2350","Grigaičiai",25.41215,54.68156,8.53322609590638
"2351","Grigaičiai",25.41263,54.68198,8.56044948049368
"2352","Respublikinė psichiatrijos ligoninė",25.41868,54.68594,8.92837853417744
"2353","Respublikinė psichiatrijos ligoninė",25.41933,54.68563,8.97092950336121
"2354","Parko st.",25.42449,54.68561,9.30255831373144
"2355","Parko st.",25.4261,54.6855,9.40631414378934
"2356","Naujosios Vilnios žiedas",25.42811,54.68558,9.53525669700809
"2357","Naujosios Vilnios žiedas",25.42996,54.68593,9.65329980926117
"2358","Rytų st.",25.43274,54.68956,9.83249870928352
"2359","Rytų st.",25.43374,54.69044,9.8993627766105
"2360","Gandrų st.",25.41434,54.69521,8.68875177605098
"2361","Gandrų st.",25.41467,54.69516,8.70931989057229
"2362","Pramonės st.",25.41865,54.69448,8.95716085525322
"2363","Pramonės st.",25.41807,54.69435,8.91879782527935
"2364","Rugiagėlių st.",25.42021,54.69608,9.07378608798594
"2365","Rugiagėlių st.",25.42181,54.69626,9.17813007024995
"2366","Bičių st.",25.42966,54.69768,9.69688798889403
"2367","Bičių st.",25.42837,54.69735,9.61035269752898
"2368","Neries st.",25.42939,54.69572,9.65689997609836
"2369","Neries st.",25.42869,54.69563,9.61118133592739
"2370","Linksmoji st.",25.43593,54.69508,10.0693138349434
"2371","Linksmoji st.",25.43604,54.69518,10.0772789751451
"2372","Naujoji Vilnia",25.44039,54.69523,10.356327818597
"2373","Užkiemio st.",25.43281,54.69889,9.91407710161239
"2374","Užkiemio st.",25.43283,54.69908,9.91804273653479
"2375","Arimų st.",25.43145,54.70248,9.88620882001027
"2376","Alberto Kojelavičiaus st.",25.39634,54.69503,7.53615309646784
"2377","Kalno st.",25.39314,54.70491,7.53535526237008
"2378","Naujosios Vilnios žiedas",25.42889,54.68543,9.58578865916775
"2379","Naujoji Vilnia",25.43904,54.69526,10.2701398192128
"2389","Naujoji Vilnia",25.44217,54.6948,10.4665919833396
"2390","Naujoji Vilnia",25.44065,54.69507,10.3715474626432
"2391","Uosių sodai",25.38691,54.70754,7.23346095329253
"2392","Uosių sodai",25.38548,54.7077,7.15162883637909
"2393","Rokantiškių sodai",25.37578,54.7059,6.49712804830351
"2394","Rokantiškių sodai",25.37675,54.70606,6.56188190253466
"2395","Anapilio st.",25.35853,54.70764,5.53123925313218
"2396","Anapilio st.",25.3584,54.70771,5.52675140782421
"2397","Viršupio sodai",25.35319,54.71267,5.4819563388136
"2398","Viršupio sodai",25.3526,54.71332,5.48677529552771
"2399","Mileišiškių sodai",25.34809,54.71312,5.22978498327612
"2400","Mileišiškių sodai",25.34743,54.71297,5.1851433489892
"2401","Eigulių st.",25.23547,54.669,3.51675906189167
"2402","Burbiškės",25.25275,54.6668,2.8875112201249
"2404","Vilkpėdės st.",25.23679,54.66478,3.74776874655448
"2405","Vilkpėdės st.",25.23548,54.66331,3.92079783440862
"2406","Riovonys",25.23359,54.65967,4.29239385100879
"2407","Riovonys",25.23233,54.65893,4.40787607440788
"2408","Pakalniškių st.",25.22513,54.65453,5.08155558129996
"2409","Pakalniškių st.",25.22384,54.65416,5.16875336541188
"2410","Baldai",25.21825,54.65066,5.69850459894968
"2411","Baldai",25.21614,54.64983,5.85926566821169
"2412","Sausupio st.",25.21217,54.64722,6.24539340575738
"2413","Žemieji Paneriai",25.20948,54.64608,6.45697330168565
"2414","Vaduvos st.",25.20712,54.64487,6.65936462607971
"2415","Vaduvos st.",25.20665,54.64438,6.71942980480182
"2416","Ūmėdžių st.",25.20425,54.64262,6.96735006327319
"2417","Valkininkų st.",25.20256,54.64406,6.93090509044894
"2418","Valkininkų st.",25.20184,54.64372,6.99047227482226
"2419","Šaltupio st.",25.19113,54.64676,7.28461967495342
"2420","Šaltupio st.",25.19038,54.64734,7.28264886419441
"2421","Titnago st.",25.1856,54.65006,7.352028176705
"2422","Jankiškių st.",25.19468,54.64537,7.20698554955788
"2423","Jankiškių st.",25.19522,54.64506,7.20321301571949
"2424","Vilkpėdės žiedas",25.24565,54.66563,3.27880639946562
"2425","Vilkpėdės žiedas",25.24501,54.66575,3.29668353390393
"2501","Vaidotai",25.17635,54.59876,11.9054931709544
"2502","Vėjo st.",25.17573,54.597,12.0903756154993
"2601","Eišiškių plentas",25.26784,54.64925,4.32546436358291
"2602","Eišiškių plentas",25.26853,54.6497,4.26847561449599
"2603","Eišiškių plentas",25.27177,54.65129,4.06265162527265
"2604","Eišiškių plentas",25.27186,54.65148,4.04096137602712
"2605","Metalo st.",25.26501,54.64581,4.73554810836464
"2606","Metalo st.",25.26573,54.64632,4.67081727201161
"2607","Dariaus ir Girėno st.",25.27313,54.64719,4.50606408347285
"2608","Dariaus ir Girėno st.",25.27318,54.64755,4.46590947629285
"2609","Metalo st.",25.26567,54.64556,4.75449037997748
"2610","Metalo st.",25.26596,54.64488,4.82525751402676
"2611","Felikso Vaitkaus st.",25.27373,54.64406,4.84938002062678
"2612","Felikso Vaitkaus st.",25.27401,54.64352,4.90783404074032
"2613","Oro uostas",25.27893,54.64278,4.97628750722912
"2614","Hidrogeologijos st.",25.26321,54.64344,5.01732960864768
"2615","Hidrogeologijos st.",25.26267,54.64295,5.07800410315433
"2616","Geologų st.",25.26679,54.63986,5.36629215611578
"2617","Geologų st.",25.26684,54.63868,5.49544874916299
"2618","Kirtimai",25.27461,54.63684,5.64634584641842
"2619","Kirtimai",25.27466,54.63748,5.57511538482108
"2620","Tiekimo st.",25.27312,54.63206,6.1829285995986
"2621","Tiekimo st.",25.27323,54.63323,6.05265328423751
"2622","Kirtimų geležinkelio stotis",25.2722,54.62953,6.46780526271004
"2623","Katilinė",25.26604,54.63486,5.92312460077606
"2624","Verslo st.",25.25934,54.63933,5.51875842174138
"2625","Verslo st.",25.25882,54.63898,5.56457772782648
"2626","Verslo st.",25.25814,54.63701,5.78771673128036
"2627","Elektros st.",25.25666,54.63399,6.13658784412783
"2628","Dilgynė",25.25372,54.63435,6.14664647595135
"2629","Dilgynė",25.25296,54.63427,6.16870533090282
"2630","Dilgynė",25.25412,54.6349,6.08079220256652
"2631","Karaimų kapinės",25.29743,54.65511,3.77897714110399
"2632","Žirnių st.",25.3027,54.65307,4.10497378654703
"2633","Kelininkų st.",25.30266,54.64917,4.51163925260756
"2634","Šalčininkų kryptis",25.30273,54.64398,5.06207952833426
"2635","Miško parkas",25.30307,54.63671,5.84575013643596
"2636","Lydos st.",25.30547,54.62522,7.12259287357419
"2637","Salininkų sodai",25.28348,54.61803,7.73167246418007
"2638","Sakalaičių st.",25.27557,54.61463,8.11067654892372
"2639","Meistrų st.",25.25945,54.63085,6.43700905408047
"2640","Čigonų st.",25.26474,54.63078,6.38422466421576
"2641","Paštas",25.27655,54.63581,5.75479896290008
"2644","Rodūnios kelias",25.27771,54.64185,5.0811622931713
"2645","Rodūnios kelias",25.27789,54.64168,5.09976689842845
"2646","Pupinė",25.29469,54.62137,7.41874836241024
"2647","Pupinė",25.29581,54.62153,7.41077449682522
"2648","Rodūnios sodų st.",25.27778,54.63249,6.12154764582305
"2649","Paštas",25.27704,54.63595,5.73818061615014
"2650","Elektros st.",25.25639,54.63374,6.16777767449548
"2651","Meistrų st.",25.25939,54.63073,6.45085888307272
"2652","Katilinė",25.26621,54.63488,5.91930126222107
"2653","Čigonų st.",25.26495,54.63079,6.38108981156145
"2701","Užusienis",25.23943,54.63298,6.5980577297743
"2702","Eišiškių sodai",25.24954,54.6274,6.96369469320691
"2703","Eišiškių sodai",25.24947,54.62625,7.08780804413858
"2704","Ąžuolijai",25.24387,54.62186,7.6592159441095
"2705","Ąžuolijai",25.24455,54.62026,7.81622960040708
"2706","Salininkų žiedas",25.25197,54.61419,8.34925502073472
"2707","Salininkų žiedas",25.25182,54.61403,8.36870427445739
"2708","Mechanikų st.",25.25171,54.60968,8.84315608077865
"2709","Mechanikų st.",25.25147,54.6097,8.84414821382745
"2710","Salininkai",25.25036,54.60609,9.25168848960202
"2711","Salininkai",25.25161,54.60566,9.2824478207571
"2712","Melioratorių st.",25.25838,54.60525,9.25233399864083
"2713","Melioratorių st.",25.26033,54.60512,9.24880170563133
"2714","Vilniaus st.",25.26949,54.60566,9.12766411064
"2715","Pervaža",25.27456,54.60948,8.68530923553347
"2716","Dieveniškių st.",25.2488,54.63407,6.26994295067392
"2717","Dieveniškių st.",25.24933,54.63383,6.28453887211983
"2718","Miškiniai",25.23314,54.59085,11.161775340287
"2719","Salininkai",25.2496,54.60589,9.28356945891092
"2720","Juodšiliai",25.26546,54.58107,11.8737333687249
"2721","Vokės parkas",25.22004,54.59378,11.1111850380677
"2722","Miškiniai",25.23398,54.59027,11.2095701950895
"2723","1-ieji Juodšiliai",25.24924,54.58541,11.5242814848002
"2724","1-ieji Juodšiliai",25.24828,54.58528,11.5492164233644
"2725","Vokės parkas",25.21903,54.59501,11.0058727177992
"2726","Miškinių sodai",25.2372,54.58885,11.3099902821881
"2727","Miškinių sodai",25.2374,54.58871,11.3219864657969
"2728","2-ieji Juodšiliai",25.26395,54.58512,11.4330661766284
"2729","2-ieji Juodšiliai",25.26334,54.58496,11.4543504621145
"2730","Miškiniai 1",25.24506,54.58579,11.5317675632234
"2731","Salininkai",25.2505,54.60621,9.23678504231316
"2732","Avinėlių st.",25.27409,54.60153,9.56981867737097
"2733","Avinėlių st.",25.27397,54.60117,9.61011781375225
"2801","Fermentų st.",25.14078,54.62471,11.3472363399623
"2802","Fermentų st.",25.13989,54.62549,11.3393651390149
"2803","Vokės st.",25.14314,54.62144,11.4580117739419
"2804","Vokės st.",25.14492,54.61976,11.4921559989504
"2805","Vokės st.",25.14521,54.61923,11.5168974133149
"2806","Kazbėjų st.",25.14909,54.61645,11.5401452985148
"2807","Kazbėjų st.",25.14953,54.61584,11.5662261464434
"2808","Slėnis",25.15422,54.61215,11.6416287058218
"2809","Slėnis",25.1544,54.61227,11.623976926782
"2810","Chemijos st.",25.15066,54.6274,10.6631897165032
"2811","Chemijos st.",25.15099,54.62628,10.7253995032893
"2812","Prekybos st.",25.15673,54.62128,10.8139842060317
"2813","Prekybos st.",25.15741,54.62063,10.8315588169656
"2814","Juodšilių st.",25.16242,54.61669,10.9118032280875
"2815","Vilniaus st.",25.27069,54.60611,9.07244423331397
"2816","Šaltinio st.",25.18212,54.60143,11.4525279355224
"2817","Šaltinio st.",25.18311,54.60171,11.3915890094597
"2818","Pagirių st.",25.19145,54.6051,10.7853832369562
"2819","Pagirių st.",25.19153,54.60494,10.7978046262663
"2820","Juodšilių st.",25.16298,54.61606,10.9377368378253
"2821","Vytauto Andriaus Graičiūno st.",25.16,54.60814,11.7190799063801
"2822","Kazbėjų žiedas",25.13801,54.6166,12.0584617094812
"2823","Vilniaus Pergalė",25.15204,54.6141,11.5854323495133
"2824","Krantinės st.",25.19113,54.60412,10.8889511326251
"2825","Vilniaus Pergalė",25.15191,54.61403,11.5968562440323
"2901","Valkininkų st.",25.19972,54.64395,7.07132743478394
"2903","Fizikos institutas",25.18254,54.64212,8.03860010295008
"2904","Lentvario st.",25.17833,54.63874,8.48643895359252
"2905","Lentvario st.",25.17726,54.63836,8.56639963091834
"2906","Aukštieji Paneriai",25.17403,54.63135,9.23608640355842
"2908","Galvės st.",25.15096,54.63247,10.30310267402
"2909","Galvės st.",25.1516,54.63219,10.288637807201
"2910","Galvės st.",25.1508,54.63274,10.2935616010235
"2911","Deguonies st.",25.14652,54.63601,10.3100457710113
"2912","Deguonies st.",25.14677,54.63568,10.3171708940548
"2913","Granito st.",25.14349,54.63733,10.3929441848251
"2914","Žarijų st.",25.14007,54.63239,10.8794377933781
"2915","Žarijų st.",25.14053,54.63223,10.8650837042288
"2916","Šešėlių st.",25.13566,54.6376,10.8056239191429
"2917","Šešėlių st.",25.13563,54.63715,10.8331138131709
"2918","Liudvinavo st.",25.13522,54.64067,10.6586323734764
"2919","Liudvinavo st.",25.13522,54.64015,10.6870697890799
"2920","Asfalto st.",25.13449,54.6448,10.4832222786675
"2921","Asfalto st.",25.13463,54.64519,10.4555591232839
"2922","Kulokiškės",25.14227,54.64564,9.99585761549562
"2923","Kulokiškės",25.14395,54.64538,9.91405491633716
"2924","Kauno plentas",25.15088,54.65424,9.07860944414219
"2925","Kauno plentas",25.15088,54.65524,9.03374820233299
"2926","Gariūnai",25.16061,54.65999,8.25268078706633
"2927","Gariūnai",25.15913,54.65892,8.38562628903973
"2928","Gariūnai",25.16073,54.65908,8.28370866450803
"2929","Gariūnai",25.16286,54.6603,8.10555385019606
"2930","Jočionys",25.16171,54.66413,8.02585336183654
"2931","Jočionys",25.16189,54.66474,7.99309002113658
"2932","Elektrinės st.",25.16205,54.66746,7.89229819743684
"2933","Vandenvala",25.17311,54.66539,7.28773426962908
